skyfall,0.992377
triad-election,0.546491
shepard-dark,0.461324
syriana,0.26833
prince-avalanche,0.266913
bird,0.264264
a-mighty-wind,0.25134
from-justin-to-kelly,0.207436
the-sessions,0.168262
tucker-dale-vs-evil,0.159177
the-last-temptation-of-christ,0.138503
perfect-sense,0.125247
ingrid-bergman-in-her-own-words,0.100331
